,link,title
438,http://pittsburghpa.gov/publicsafety/blotterview/438,Police Respond to South Oakland Sunoco Shooting - 12.24.2019
439,http://pittsburghpa.gov/publicsafety/blotterview/439,Police Arrest Baltimore Man Who Bit Officers - 12.24.2019
437,http://pittsburghpa.gov/publicsafety/blotterview/437,Two Arrested After South Side Bar Brawl - 12.23.2019
436,http://pittsburghpa.gov/publicsafety/blotterview/436,Zone 3 Officers Arrest Robbery Suspect - 12.23.2019
435,http://pittsburghpa.gov/publicsafety/blotterview/435,UPDATE: Police Investigate Carjacking - 12.21.2019
434,http://pittsburghpa.gov/publicsafety/blotterview/434,Police Investigate Body Near Brookline Park - 12.21.2019
433,http://pittsburghpa.gov/publicsafety/blotterview/433,"Two People Shot, One Fatally, in North Side - 12.18.2019"
431,http://pittsburghpa.gov/publicsafety/blotterview/431,Police Called After Baby Left on Porch - 12.17.2019
428,http://pittsburghpa.gov/publicsafety/blotterview/428,Pittsburgh Bureau of Fire Responds to 1-Alarm Residential/Commercial Structure Fire - 12.16.2019
430,http://pittsburghpa.gov/publicsafety/blotterview/430,UPDATE: Two Arrested in North Side Robbery - 12.16.2019
429,http://pittsburghpa.gov/publicsafety/blotterview/429,Update on December 11 Dog Attack - 12.16.2019
426,http://pittsburghpa.gov/publicsafety/blotterview/426,Police Respond to Shooting Victim at the Hospital - 12.15.2019
427,http://pittsburghpa.gov/publicsafety/blotterview/427,Pittsburgh Bureau of Fire Battles 3-Alarm Structure Fire in Duquesne Heights - 12.15.2019
424,http://pittsburghpa.gov/publicsafety/blotterview/424,Police Respond to Fight Inside Downtown Hotel - 12.14.2019
425,http://pittsburghpa.gov/publicsafety/blotterview/425,Update on Fight Inside Downtown Hotel - 12.14.2019
423,http://pittsburghpa.gov/publicsafety/blotterview/423,"Police, Fire, EMS Respond to Single Vehicle Rollover Downtown - 12.12.2019"
422,http://pittsburghpa.gov/publicsafety/blotterview/422,Police Respond to Dog Attack on North Side - 12.11.2019
409,http://pittsburghpa.gov/publicsafety/blotterview/409,UPDATE: Arrest Made in Animal Cruelty Case - 12.11.2019
419,http://pittsburghpa.gov/publicsafety/blotterview/419,UPDATE: Police Investigate Fatal Shooting in the Hill District - 12.11.2019
420,http://pittsburghpa.gov/publicsafety/blotterview/420,Bomb Threat At Banksville Road Goodwill - 12.11.2019
421,http://pittsburghpa.gov/publicsafety/blotterview/421,Missing Male is Located in Bethel Park - 12.11.2019
418,http://pittsburghpa.gov/publicsafety/blotterview/418,UPDATE 3 : Pittsburgh Police Search for Missing and Endangered Senior Citizen - 12.10.2019
417,http://pittsburghpa.gov/publicsafety/blotterview/417,UPDATE: Police Seek Public's Help to Find Missing Girl - 12.09.2019
414,http://pittsburghpa.gov/publicsafety/blotterview/414,UPDATE: Police Make Arrests in Fraudulent Check Scheme - 12.09.2019
416,http://pittsburghpa.gov/publicsafety/blotterview/416,Police Investigate After Male Shot in Leg - 12.09.2019
415,http://pittsburghpa.gov/publicsafety/blotterview/415,Police Investigate After Gunshot Victim Arrives at the Hospital - 12.09.2019
413,http://pittsburghpa.gov/publicsafety/blotterview/413,Bomb Squad Investigates Suspicious Package at St.Paul’s Cathedral  - 12.09.2019
412,http://pittsburghpa.gov/publicsafety/blotterview/412,Second Arrest Made in November 14 Shooting and Robbery  - 12.06.2019
410,http://pittsburghpa.gov/publicsafety/blotterview/410,UPDATE: Missing Teen Located - 12.05.2019
411,http://pittsburghpa.gov/publicsafety/blotterview/411,Police Respond To Shots Fired In Perry South - 12.04.2019
408,http://pittsburghpa.gov/publicsafety/blotterview/408,River Rescue Recovers Body in Water off Point State Park - 12.04.2019
407,http://pittsburghpa.gov/publicsafety/blotterview/407,Arrest Warrant Issued in 2015 Homicide - 12.03.2019
404,http://pittsburghpa.gov/publicsafety/blotterview/404,Public Safety Calls During Steelers Game - 12.01.2019
405,http://pittsburghpa.gov/publicsafety/blotterview/405,UPDATE: Firefighters Tackle 3-Alarm Fire on North Side - 12.01.2019
402,http://pittsburghpa.gov/publicsafety/blotterview/402,Police Respond to Male Shot During Dispute Between Neighbors - 11.30.2019
401,http://pittsburghpa.gov/publicsafety/blotterview/401,UPDATE: Police Respond to Hospital for Stabbing Victim - 11.30.2019
403,http://pittsburghpa.gov/publicsafety/blotterview/403,Police Make Arrests in North Side Stabbing Incident - 11.30.2019
400,http://pittsburghpa.gov/publicsafety/blotterview/400,Police Respond to Shot Fired at Residence - 11.30.2019
399,http://pittsburghpa.gov/publicsafety/blotterview/399,"EMS, Fire Rescue Male from Scaffold Platform - 11.29.2019"
398,http://pittsburghpa.gov/publicsafety/blotterview/398,Police Respond to Shot Fired on Mt. Washington - 11.28.2019
406,http://pittsburghpa.gov/publicsafety/blotterview/406,Police Investigate After Man Found Deceased in Carrick - 11.28.2019
397,http://pittsburghpa.gov/publicsafety/blotterview/397,Police Respond to Male Shot in East Hills  - 11.27.2019
396,http://pittsburghpa.gov/publicsafety/blotterview/396,"Police, Fire, EMS Respond to Vehicle v. Tree on Bigelow Blvd. - 11.27.2019"
395,http://pittsburghpa.gov/publicsafety/blotterview/395,"Police, Fire and EMS Treat Male Trapped Under Tombstone - 11.26.2019"
394,http://pittsburghpa.gov/publicsafety/blotterview/394,Police Investigate South Side Robbery - 11.25.2019
393,http://pittsburghpa.gov/publicsafety/blotterview/393,"Police Seize Drugs, Guns in Hazelwood - 11.22.2019"
392,http://pittsburghpa.gov/publicsafety/blotterview/392,Pittsburgh Bureau of Fire Battles 4-Alarm Fire in Market Square - 11.21.2019
391,http://pittsburghpa.gov/publicsafety/blotterview/391,Police Investigate Carjacking - 11.20.2019
390,http://pittsburghpa.gov/publicsafety/blotterview/390,UPDATE: Police Arrest Armed Robbery Suspect in Mt. Oliver - 11.20.2019
386,http://pittsburghpa.gov/publicsafety/blotterview/386,UPDATE: Pittsburgh Bureau of Police Search for Suspect Hit and Run Vehicle - 11.19.2019
389,http://pittsburghpa.gov/publicsafety/blotterview/389,Arrest Made in Nov. 14 Double Shooting - 11.19.2019
387,http://pittsburghpa.gov/publicsafety/blotterview/387,UPDATE: Pittsburgh Police Issue Arrest Warrant for North Side Bank Robbery - 11.19.2019
388,http://pittsburghpa.gov/publicsafety/blotterview/388,Police Arrest Homicide Suspect - 11.19.2019
385,http://pittsburghpa.gov/publicsafety/blotterview/385,Homewood Hit And Run - 11.18.2019
384,http://pittsburghpa.gov/publicsafety/blotterview/384,Rollover Crash On Washington Boulevard  - 11.17.2019
383,http://pittsburghpa.gov/publicsafety/blotterview/383,UPDATE: Police Issue Arrest Warrant in Carrick Double Shooting - 11.16.2019
382,http://pittsburghpa.gov/publicsafety/blotterview/382,Police Make Arrests in Armed Robbery - 11.15.2019
381,http://pittsburghpa.gov/publicsafety/blotterview/381,Three Vehicle Accident On Washington Boulevard - 11.15.2019
380,http://pittsburghpa.gov/publicsafety/blotterview/380,UPDATE: Police Respond to Two Teens Shot - 11.14.2019
379,http://pittsburghpa.gov/publicsafety/blotterview/379,Public Safety Investigating Ambulance Collision - 11.14.2019
378,http://pittsburghpa.gov/publicsafety/blotterview/378,Homewood Double Homicide - 11.14.2019
374,http://pittsburghpa.gov/publicsafety/blotterview/374,Police Make Arrest in Recent Business Robberies - 11.13.2019
377,http://pittsburghpa.gov/publicsafety/blotterview/377,Police Arrest Robbery Suspect - 11.13.2019
376,http://pittsburghpa.gov/publicsafety/blotterview/376,Pittsburgh Police Arrest Man on Second Sex Assault Charge - 11.13.2019
375,http://pittsburghpa.gov/publicsafety/blotterview/375,Police Investigate Car v. Pedestrian Crash Near CMU - 11.13.2019
373,http://pittsburghpa.gov/publicsafety/blotterview/373,Missing Juvenile Located - 11.11.2019
372,http://pittsburghpa.gov/publicsafety/blotterview/372,PBP Officer Injured in Two-Vehicle Crash - 11.10.2019
371,http://pittsburghpa.gov/publicsafety/blotterview/371,Police Investigate Male Struck by Train - 11.09.2019
370,http://pittsburghpa.gov/publicsafety/blotterview/370,PBF Responds to 3-Alarm Fire in Homewood - 11.08.2019
369,http://pittsburghpa.gov/publicsafety/blotterview/369,"Police, FBI Investigating Bank Robbery - 11.08.2019"
368,http://pittsburghpa.gov/publicsafety/blotterview/368,Police Investigate Robbery - 11.07.2019
366,http://pittsburghpa.gov/publicsafety/blotterview/366,Pedestrian Struck On Butler Street - 11.07.2019
364,http://pittsburghpa.gov/publicsafety/blotterview/364,Pittsburgh Police Make Arrest in Violent Crime Spree - 11.07.2019
365,http://pittsburghpa.gov/publicsafety/blotterview/365,Police Respond to Shots Fired in Garfield - 11.07.2019
362,http://pittsburghpa.gov/publicsafety/blotterview/362,County Police to Investigate Officer-Involved Shooting - 11.06.2019
360,http://pittsburghpa.gov/publicsafety/blotterview/360,Police Respond to Domestic Dispute  - 11.06.2019
361,http://pittsburghpa.gov/publicsafety/blotterview/361,Police Seek Homicide Suspect  - 11.06.2019
363,http://pittsburghpa.gov/publicsafety/blotterview/363,Man Shot in Foot - 11.06.2019
367,http://pittsburghpa.gov/publicsafety/blotterview/367,Police Make Arrests in Brookline Assault Incident - 11.06.2019
359,http://pittsburghpa.gov/publicsafety/blotterview/359,Police Respond to Report of Man With Gun - 11.05.2019
357,http://pittsburghpa.gov/publicsafety/blotterview/357,UPDATE: Police Investigate 4-Vehicle Crash - 11.04.2019
356,http://pittsburghpa.gov/publicsafety/blotterview/356,Police Respond to Armed Robbery of a Business - 11.04.2019
358,http://pittsburghpa.gov/publicsafety/blotterview/358,UPDATE 2: Police Investigate Assault at McDonald's - 11.04.2019
355,http://pittsburghpa.gov/publicsafety/blotterview/355,Police Investigate Armed Robbery Downtown - 11.03.2019
354,http://pittsburghpa.gov/publicsafety/blotterview/354,"Police, EMS Respond to Collision on Saw Mill Run Boulevard - 11.01.2019"
352,http://pittsburghpa.gov/publicsafety/blotterview/352,UPDATE: Warrants Issued in Arson Cases - 10.31.2019
353,http://pittsburghpa.gov/publicsafety/blotterview/353,UPDATE: Police Respond to a Child Struck by a Vehicle - 10.31.2019
351,http://pittsburghpa.gov/publicsafety/blotterview/351,Police Investigate Business Robberies  - 10.30.2019
349,http://pittsburghpa.gov/publicsafety/blotterview/349,UPDATE 2 : Police Respond to Domestic Assault Report - 10.29.2019
350,http://pittsburghpa.gov/publicsafety/blotterview/350,Male Rescued After Fall From Cliff - 10.29.2019
347,http://pittsburghpa.gov/publicsafety/blotterview/347,Police Investigate Hit and Run At 7th and Penn - 10.26.2019
348,http://pittsburghpa.gov/publicsafety/blotterview/348,Police Investigate Stabbing At Speedway - 10.26.2019
346,http://pittsburghpa.gov/publicsafety/blotterview/346,Charges To Be Withdrawn Against Suspect in Jimmy John's Robbery - 10.24.2019
345,http://pittsburghpa.gov/publicsafety/blotterview/345,UPDATE: Police Make Arrest in Robbery of Oakland Jimmy John's Outlet - 10.23.2019
344,http://pittsburghpa.gov/publicsafety/blotterview/344,"Police, Violent Crime Unit, FBI Respond To South Side Bank - 10.23.2019"
342,http://pittsburghpa.gov/publicsafety/blotterview/342,"Police, SWAT Respond  to Warrant Suspect Barricaded Inside Residence - 10.22.2019"
343,http://pittsburghpa.gov/publicsafety/blotterview/343,Police Respond To Robbery On Butler Street - 10.22.2019
341,http://pittsburghpa.gov/publicsafety/blotterview/341,Police Investigate Robbery - 10.22.2019
340,http://pittsburghpa.gov/publicsafety/blotterview/340,Pittsburgh Police Seek Assistance Identifying Robbery Suspect - 10.21.2019
338,http://pittsburghpa.gov/publicsafety/blotterview/338,SWAT Responds to Warrant Suspect Barricaded Inside Residence - 10.21.2019
337,http://pittsburghpa.gov/publicsafety/blotterview/337,"UPDATE: Police, EMS, Fire Respond to Cyclist Struck by Vehicle in Brookline  - 10.20.2019"
335,http://pittsburghpa.gov/publicsafety/blotterview/335,Police Follow Suspect After Shots Fired - 10.20.2019
334,http://pittsburghpa.gov/publicsafety/blotterview/334,UPDATE 2 : SWAT Responds to Felony Warrant Suspect Out of Florida - 10.19.2019
333,http://pittsburghpa.gov/publicsafety/blotterview/333,Police Respond to Shooting Victim in Bloomfield  - 10.19.2019
339,http://pittsburghpa.gov/publicsafety/blotterview/339,Police Respond To Business Robbery In Oakland - 10.18.2019
336,http://pittsburghpa.gov/publicsafety/blotterview/336,Police Arrest Fugitive in Penn Hills - 10.18.2019
332,http://pittsburghpa.gov/publicsafety/blotterview/332,Police Investigate Wood Street Shooting Downtown - 10.18.2019
331,http://pittsburghpa.gov/publicsafety/blotterview/331,Pittsburgh Police Assist School Police With Possible Threat to School - 10.17.2019
330,http://pittsburghpa.gov/publicsafety/blotterview/330,UPDATE 2: Police Investigate After Door Shattered at City-County Building - 10.17.2019
328,http://pittsburghpa.gov/publicsafety/blotterview/328,UPDATE: Pittsburgh Police Seek Help Locating a Missing Boy - 10.16.2019
329,http://pittsburghpa.gov/publicsafety/blotterview/329,Police Investigate Pedestrian Vehicle Collision  - 10.16.2019
327,http://pittsburghpa.gov/publicsafety/blotterview/327,UPDATE: Police Respond to an Assault on the North Side  - 10.15.2019
326,http://pittsburghpa.gov/publicsafety/blotterview/326,Pittsburgh Police Assist Ross Township Police With Possible Stolen Vehicle  - 10.14.2019
324,http://pittsburghpa.gov/publicsafety/blotterview/324,One Man Shot in Homewood - 10.13.2019
323,http://pittsburghpa.gov/publicsafety/blotterview/323,Two Men Shot in Knoxville - 10.11.2019
322,http://pittsburghpa.gov/publicsafety/blotterview/322,Police Investigate Vehicle into Building - 10.09.2019
320,http://pittsburghpa.gov/publicsafety/blotterview/320,Woman Rescued From Hillside - 10.08.2019
321,http://pittsburghpa.gov/publicsafety/blotterview/321,UPDATE: Pittsburgh Police Investigate Multiple Carjacking - 10.08.2019
317,http://pittsburghpa.gov/publicsafety/blotterview/317,Police Respond to North Side Fires - 10.07.2019
318,http://pittsburghpa.gov/publicsafety/blotterview/318,UPDATE: Police Divert Fifth Avenue Traffic During Truck Removal - 10.07.2019
319,http://pittsburghpa.gov/publicsafety/blotterview/319,Police Respond to Gunshot Victim - 10.07.2019
316,http://pittsburghpa.gov/publicsafety/blotterview/316,Shooting Victim Located on North Side - 10.05.2019
311,http://pittsburghpa.gov/publicsafety/blotterview/311,Bomb Squad Investigates Package - 10.04.2019
312,http://pittsburghpa.gov/publicsafety/blotterview/312,UPDATE: Gunshot Victim in Critical Condition - 10.04.2019
315,http://pittsburghpa.gov/publicsafety/blotterview/315,Missing Persons Seek Misssing Teen - 10.04.2019
314,http://pittsburghpa.gov/publicsafety/blotterview/314,Police Respond to Possible Abduction Attempt Outside School  - 10.04.2019
313,http://pittsburghpa.gov/publicsafety/blotterview/313,Police Respond to Separate Burglary Calls on North Oakland Street - 10.03.2019
309,http://pittsburghpa.gov/publicsafety/blotterview/309,"EMS, Police Respond to Single Vehicle Crash Near Birmingham Bridge - 10.02.2019"
307,http://pittsburghpa.gov/publicsafety/blotterview/307,Police Investigate Fatal Shooting  - 10.02.2019
308,http://pittsburghpa.gov/publicsafety/blotterview/308,Georgia Fugitive Arrested in Mt. Washington - 10.01.2019
305,http://pittsburghpa.gov/publicsafety/blotterview/305,UPDATE: Firefighters Battle 3-Alarm Fire in Strip District - 09.30.2019
306,http://pittsburghpa.gov/publicsafety/blotterview/306,Update: Pittsburgh Police Make Arrest in Rape of 7-Year-Old Girl  - 09.29.2019
303,http://pittsburghpa.gov/publicsafety/blotterview/303,Police Respond to Shots Fired in Beechview - 09.29.2019
304,http://pittsburghpa.gov/publicsafety/blotterview/304,"Police, EMS Respond to Shots Fired on the North Side  - 09.29.2019"
302,http://pittsburghpa.gov/publicsafety/blotterview/302,"Police, Fire, EMS Respond to an Unresponsive Male on the South Side - 09.28.2019"
301,http://pittsburghpa.gov/publicsafety/blotterview/301,Police Respond to Shooting in Crafton Heights - 09.26.2019
300,http://pittsburghpa.gov/publicsafety/blotterview/300,UPDATE on South Side Incident - 09.22.2019
299,http://pittsburghpa.gov/publicsafety/blotterview/299,UPDATE: Medical Situation on South Side - 09.22.2019
310,http://pittsburghpa.gov/publicsafety/blotterview/310,Police Make Arrest in Church Burglary - 09.21.2019
297,http://pittsburghpa.gov/publicsafety/blotterview/297,River Rescue Recovers Body From River - 09.19.2019
298,http://pittsburghpa.gov/publicsafety/blotterview/298,Police Investigate Stabbing in East Hills - 09.19.2019
293,http://pittsburghpa.gov/publicsafety/blotterview/293,UPDATE: Police Issue Warrants for Serial Bank Robber - 09.18.2019
292,http://pittsburghpa.gov/publicsafety/blotterview/292,Police Find Male Shot Multiple Times - 09.18.2019
296,http://pittsburghpa.gov/publicsafety/blotterview/296,Firefighters Handle 3-Alarm Fire in Homewood - 09.18.2019
295,http://pittsburghpa.gov/publicsafety/blotterview/295,Woman Shot in Leg - 09.18.2019
294,http://pittsburghpa.gov/publicsafety/blotterview/294,Fire Bureau Battles Three-Alarm Fire - 09.18.2019
291,http://pittsburghpa.gov/publicsafety/blotterview/291,Police Investigate Fatal Crash in Homewood - 09.16.2019
290,http://pittsburghpa.gov/publicsafety/blotterview/290,Police Investigate Stabbings - 09.15.2019
286,http://pittsburghpa.gov/publicsafety/blotterview/286,Male Shot in Foot in Hill - 09.15.2019
287,http://pittsburghpa.gov/publicsafety/blotterview/287,Police Investigate Multiple Shots Fired in Hill - 09.15.2019
288,http://pittsburghpa.gov/publicsafety/blotterview/288,Police Investigate Hill District Death - 09.15.2019
289,http://pittsburghpa.gov/publicsafety/blotterview/289,Officer Injured in South Side Crash - 09.15.2019
285,http://pittsburghpa.gov/publicsafety/blotterview/285,SWAT Searches Residence After Knoxville Robbery - 09.12.2019
284,http://pittsburghpa.gov/publicsafety/blotterview/284,Man Jumps Off West End Bridge After Vehicle Crash - 09.11.2019
283,http://pittsburghpa.gov/publicsafety/blotterview/283,Police Respond to Male With Gunshot Wound  - 09.11.2019
281,http://pittsburghpa.gov/publicsafety/blotterview/281,UPDATE: Police Investigate Fatal Shooting in Perry South - 09.10.2019
282,http://pittsburghpa.gov/publicsafety/blotterview/282,Police Investigate Double Shooting In Terrace Village  - 09.10.2019
279,http://pittsburghpa.gov/publicsafety/blotterview/279,Pittsburgh Firefighters Rescue Man From Garbage Truck - 09.09.2019
280,http://pittsburghpa.gov/publicsafety/blotterview/280,Police Respond to Bank Robbery in Oakland - 09.09.2019
278,http://pittsburghpa.gov/publicsafety/blotterview/278,"UPDATE: Police, EMS Respond to Juvenile With Gunshot Wound - 09.08.2019"
277,http://pittsburghpa.gov/publicsafety/blotterview/277,Deceased Male Discovered Near North Side Railroad Tracks - 09.07.2019
275,http://pittsburghpa.gov/publicsafety/blotterview/275,UPDATE: Pittsburgh Police Seek Public's Help to Locate Missing Teen - 09.07.2019
276,http://pittsburghpa.gov/publicsafety/blotterview/276,Police Respond to Juvenile Shot - 09.07.2019
273,http://pittsburghpa.gov/publicsafety/blotterview/273,Police Make Arrest in Shadyside Business Burglary - 09.06.2019
274,http://pittsburghpa.gov/publicsafety/blotterview/274,Police Seek Public's Help Identifying Burglary Suspect - 09.06.2019
272,http://pittsburghpa.gov/publicsafety/blotterview/272,UPDATE: Male Stabbed in Abdomen - 09.05.2019
271,http://pittsburghpa.gov/publicsafety/blotterview/271,Online Threat Update - 09.04.2019
270,http://pittsburghpa.gov/publicsafety/blotterview/270,Public Safety Statement on Online Threat - 09.03.2019
268,http://pittsburghpa.gov/publicsafety/blotterview/268,UPDATE: Eight Injured in 5-Alarm Fire in Knoxville - 09.03.2019
269,http://pittsburghpa.gov/publicsafety/blotterview/269,UPDATE: Police Respond to Business Robbery - 09.02.2019
266,http://pittsburghpa.gov/publicsafety/blotterview/266,"UPDATE: Police, Fire, EMS Respond to Multi-Vehicle Collision on Liberty Bridge - 09.02.2019"
265,http://pittsburghpa.gov/publicsafety/blotterview/265,Police Respond to Accidental Shooting in Carrick - 09.01.2019
264,http://pittsburghpa.gov/publicsafety/blotterview/264,Multiple Shots Fired in East End - 08.30.2019
267,http://pittsburghpa.gov/publicsafety/blotterview/267,Pittsburgh Police Make Significant Drug Bust in Brighton Heights - 08.30.2019
263,http://pittsburghpa.gov/publicsafety/blotterview/263,Police Investigate Shooting in Crawford Roberts - 08.29.2019
262,http://pittsburghpa.gov/publicsafety/blotterview/262,SWAT Called to Assist with Domestic Incident - 08.29.2019
260,http://pittsburghpa.gov/publicsafety/blotterview/260,Worker Injured on North Side - 08.28.2019
261,http://pittsburghpa.gov/publicsafety/blotterview/261,"Police, EMS Respond to Male With Accidental Gunshot Wound  - 08.28.2019"
257,http://pittsburghpa.gov/publicsafety/blotterview/257,SWAT Called To Assist With Warrant Suspect - 08.26.2019
259,http://pittsburghpa.gov/publicsafety/blotterview/259,UPDATE: Missing Boy Located - 08.26.2019
258,http://pittsburghpa.gov/publicsafety/blotterview/258,Man Stabbed in Back - 08.26.2019
256,http://pittsburghpa.gov/publicsafety/blotterview/256,SWAT Called to Domestic Incident  - 08.25.2019
255,http://pittsburghpa.gov/publicsafety/blotterview/255,Man Critical After Motorcycle Crash - 08.24.2019
253,http://pittsburghpa.gov/publicsafety/blotterview/253,Police Make Two Arrests After South Side Altercation - 08.23.2019
251,http://pittsburghpa.gov/publicsafety/blotterview/251,UPDATE: Police Arrest Suspect in Downtown Stabbing  - 08.23.2019
249,http://pittsburghpa.gov/publicsafety/blotterview/249,Man Struck By Vehicle - 08.23.2019
250,http://pittsburghpa.gov/publicsafety/blotterview/250,Police Investigate Vehicles Damaged by Key Marks - 08.23.2019
252,http://pittsburghpa.gov/publicsafety/blotterview/252,Police Seek Public's Help Identifying Male Suspects - 08.23.2019
254,http://pittsburghpa.gov/publicsafety/blotterview/254,Man Badly Burned - 08.23.2019
248,http://pittsburghpa.gov/publicsafety/blotterview/248,UPDATE: Arrest Made in Spring Hill Shooting - 08.21.2019
247,http://pittsburghpa.gov/publicsafety/blotterview/247,Police Search Wooded Area for Car Theft Suspects - 08.20.2019
245,http://pittsburghpa.gov/publicsafety/blotterview/245,EMS/Police Respond to Male Driver Suffering Medical Episode - 08.19.2019
246,http://pittsburghpa.gov/publicsafety/blotterview/246,Police Investigate Shots Fired In Bedford Dwellings - 08.19.2019
243,http://pittsburghpa.gov/publicsafety/blotterview/243,Investigators Determine Cause of De Ruad Street Fire - 08.19.2019
242,http://pittsburghpa.gov/publicsafety/blotterview/242,UPDATE: Police Officers Injured Moving Large Crowds From Carson Street - 08.18.2019
240,http://pittsburghpa.gov/publicsafety/blotterview/240,Police Investigate Garfield Shooting - 08.17.2019
244,http://pittsburghpa.gov/publicsafety/blotterview/244,Police Make Graffiti Arrests Outside Iron City Brewing Company - 08.17.2019
239,http://pittsburghpa.gov/publicsafety/blotterview/239,UPDATE 2: Pittsburgh Bureau of Fire Battles Five-Alarm Fire - 08.17.2019
241,http://pittsburghpa.gov/publicsafety/blotterview/241,Microburst Causes Structure Damage in Lawrenceville - 08.17.2019
238,http://pittsburghpa.gov/publicsafety/blotterview/238,Police Arrest Warrant Suspect in Northview Heights - 08.16.2019
236,http://pittsburghpa.gov/publicsafety/blotterview/236,Police Investigate Armed Robbery at Fast Food Restaurant - 08.16.2019
235,http://pittsburghpa.gov/publicsafety/blotterview/235,"Fire, Police Respond to Shots Fired Inside Apartment Building - 08.16.2019"
237,http://pittsburghpa.gov/publicsafety/blotterview/237,Police Make Arrest in June Hit and Run - 08.16.2019
230,http://pittsburghpa.gov/publicsafety/blotterview/230,Police Investigate Overnight Shooting  - 08.15.2019
232,http://pittsburghpa.gov/publicsafety/blotterview/232,Pittsburgh Police Make Significant Seizure of Illegal Guns and Drugs in Lincoln-Lemington - 08.15.2019
233,http://pittsburghpa.gov/publicsafety/blotterview/233,Police Investigate Fatal Shooting in Bedford Dwellings - 08.15.2019
234,http://pittsburghpa.gov/publicsafety/blotterview/234,"EMS, Police Respond to Vehicle/Motorcycle Collision in Carrick - 08.15.2019"
229,http://pittsburghpa.gov/publicsafety/blotterview/229,"EMS, Fire and Police Arrive For Unresponsive Boy - 08.14.2019"
231,http://pittsburghpa.gov/publicsafety/blotterview/231,Police Respond to Deceased Female  - 08.14.2019
228,http://pittsburghpa.gov/publicsafety/blotterview/228,UPDATE: Police Investigate Downtown Stabbing Incident - 08.13.2019
227,http://pittsburghpa.gov/publicsafety/blotterview/227,Police Investigate Attempted Bank Robbery on the South Side - 08.13.2019
226,http://pittsburghpa.gov/publicsafety/blotterview/226,Police Respond to Male Shot in the Hill District - 08.12.2019
223,http://pittsburghpa.gov/publicsafety/blotterview/223,Pittsburgh Bureau of Fire Responds to Fire at North Side Business - 08.11.2019
222,http://pittsburghpa.gov/publicsafety/blotterview/222,Police Respond to Stabbing in Bedford Dwellings Neighborhood - 08.11.2019
224,http://pittsburghpa.gov/publicsafety/blotterview/224,"Police, EMS and Fire Respond to Unresponsive Female Inside Lawrenceville Business - 08.11.2019"
220,http://pittsburghpa.gov/publicsafety/blotterview/220,"Fire, EMS and Police Respond to Vehicle Crashed into House - 08.10.2019"
221,http://pittsburghpa.gov/publicsafety/blotterview/221,Police Respond to Male Stabbed in Bedford Dwellings - 08.10.2019
218,http://pittsburghpa.gov/publicsafety/blotterview/218,Gunshot Victim in Critical Condition - 08.09.2019
225,http://pittsburghpa.gov/publicsafety/blotterview/225,Police Investigate Hit and Run Involving Motorcycle - 08.09.2019
219,http://pittsburghpa.gov/publicsafety/blotterview/219,Police Investigate After Male Enters Rivers Casino With Wound to Arm - 08.09.2019
216,http://pittsburghpa.gov/publicsafety/blotterview/216,Gunshot Victim Walks Into AGH - 08.08.2019
217,http://pittsburghpa.gov/publicsafety/blotterview/217,Police Investigate Double Stabbing Downtown - 08.08.2019
215,http://pittsburghpa.gov/publicsafety/blotterview/215,Police Arrest Male After Suspected Drug Deal - 08.06.2019
214,http://pittsburghpa.gov/publicsafety/blotterview/214,River Rescue Saves Three Boaters - 08.06.2019
212,http://pittsburghpa.gov/publicsafety/blotterview/212,Police Investigate Armed Robberies - 08.05.2019
213,http://pittsburghpa.gov/publicsafety/blotterview/213,Update: Arrest Warrant Issued in Strip District Shooting - 08.05.2019
209,http://pittsburghpa.gov/publicsafety/blotterview/209,Police Investigate Shots Fired in Knoxville - 08.03.2019
210,http://pittsburghpa.gov/publicsafety/blotterview/210,"Vehicle Crashes, Driver Runs Away - 08.03.2019"
211,http://pittsburghpa.gov/publicsafety/blotterview/211,Male Shot in Chest - 08.03.2019
208,http://pittsburghpa.gov/publicsafety/blotterview/208,Police Investigate Shots Fired in the Hill District - 08.03.2019
207,http://pittsburghpa.gov/publicsafety/blotterview/207,"Police, Fire, EMS Respond to Pedestrian Hit and Run Downtown - 08.02.2019"
206,http://pittsburghpa.gov/publicsafety/blotterview/206,Woman With Stab Wound to Hand Flags Down Police - 08.02.2019
204,http://pittsburghpa.gov/publicsafety/blotterview/204,Police Investigate Shooting in the Strip District - 08.01.2019
205,http://pittsburghpa.gov/publicsafety/blotterview/205,Update in Burglary/Sexual Assault Investigation - 08.01.2019
199,http://pittsburghpa.gov/publicsafety/blotterview/199,Update: Pittsburgh Police Issue Arrest Warrant in May 28 Homicide - 07.31.2019
201,http://pittsburghpa.gov/publicsafety/blotterview/201,UPDATE: Police Investigate Kidnapping From North Side Pool - 07.31.2019
202,http://pittsburghpa.gov/publicsafety/blotterview/202,UPDATE: Police Investigate Aggravated Assault  - 07.31.2019
203,http://pittsburghpa.gov/publicsafety/blotterview/203,Police Investigate Shooting in Zone 5 - 07.31.2019
200,http://pittsburghpa.gov/publicsafety/blotterview/200,Police Investigate Hit and Run of an Ambulance - 07.31.2019
198,http://pittsburghpa.gov/publicsafety/blotterview/198,Police Investigate Shooting in South Side Slopes - 07.30.2019
196,http://pittsburghpa.gov/publicsafety/blotterview/196,Police Investigate Shots Fired and Deceased Male in Sheraden  - 07.29.2019
